author	voteUpCount	voteDownCount	text	id	timestamp	title	description	url	stance1	stance2	annotatedSarcastic	annotatedStanceBothSides	annotatedStance
Lori	10	0	As a psychologist, I would like to point out that while there are certainly abuses with psychiatric drugs, I see the opposite in my practice. Almost of of my patients vehemently oppose the use of anti-depressants even when they are clearly indicated. I work with them in psychotherapy, but in many cases the results of the therapy (many forms of therapy, including evidenced based cogntive-behavioral, interpersonal, etc). are quite slow, limited, sometimes non-existent, and there is often relapse. In such cases, the ideal treatment is psychotherapy plus antidepressant. The meds help the patient use and retain skills learned in therapy. Both, not one or the other. Also, I usually refer to knowledgeable (and kind) psychiatrist, not general practitions who may not know these drugs very well. The problem is not antidepressants per se, its the improper consumer advertsising, further mis-prescription and monitoring of the drugs, and lack of referral for effective psychotherapy in conjunction with meds.	13001294	Wed Oct 08 00:00:00 CEST 2014	The State of the Prozac Nation	Was the antidepressant a true step forward in medicine, or did it just open the flood gates to aggressive marketing and branding of drugs?	/roomfordebate/2014/10/07/did-the-blockbuster-prozac-help-or-hurt-medicine	Prozac just opened the flood gates to marketing	Prozac was a true step forward in medicine	false	false	Prozac was a true step forward in medicine
Meredith	3	0	I believe it's true that Prozac along with talk therapy has been more effective than either alone for many depressed people. And not years of psychoanalysis either, but limited time cognitive therapy. The Prozac lessens the feeling of being out of control, subject to moods with little power over them. Then once that takes effect, the person can benefit from therapy, gaining some objectivity and distance from what had previously overwhelmed them. This may suffice, and also lead to taking positive steps to improve their lives, which would have been impossible without the stabilizing effect of Prozac drugs. Budget cutting has lessened availability of mental health treatment, leading to crime, violence, family pathology and incarceration. We should study the methods used in the many countries with universal tax supported health care. What are their mental health budgets, and how do they treat with Prozac type drugs and therapy where needed? Have these countries reduced funding for mental health as part of a spending austerity campaigns?	12997439	Wed Oct 08 00:00:00 CEST 2014	The State of the Prozac Nation	Was the antidepressant a true step forward in medicine, or did it just open the flood gates to aggressive marketing and branding of drugs?	/roomfordebate/2014/10/07/did-the-blockbuster-prozac-help-or-hurt-medicine	Prozac just opened the flood gates to marketing	Prozac was a true step forward in medicine	false	false	Prozac was a true step forward in medicine
R Harvey	31	0	As a psychiatrist who treats depression, especially severe depression, I agree with all the pleas, such as that by Ashley from UK, to use absolutely everything to help those who suffer from this awful condition: diet, exercise, meditation, CBT, group therapy, supplements, yoga, acupuncture, religion or voodoo. And yes, medication. Many are only minimally helped, some not at all, but also many are rendered completely symptom free by medications. The brain, ill or not, is mysterious, but the suffering that can dwell there can be profound. Yes, give me Prozac for the patients it will help, and all the newest over-hyped meds like Viibryd and Brintellix as well, and whatever else can be concocted. Let the doubters come sit with me for one day face to face with the darkness.	13000397	Wed Oct 08 00:00:00 CEST 2014	The State of the Prozac Nation	Was the antidepressant a true step forward in medicine, or did it just open the flood gates to aggressive marketing and branding of drugs?	/roomfordebate/2014/10/07/did-the-blockbuster-prozac-help-or-hurt-medicine	Prozac just opened the flood gates to marketing	Prozac was a true step forward in medicine	true	false	Prozac was a true step forward in medicine
ef	13	0	I wouldn't be on the planet now if it weren't for Wellbutrin, which I've taken for nearly 20 years. I am grateful for every single day. It gives me back my emotional balance in a way that talk therapy couldn't, long-term. It's not that it makes me happy-it doesn't. My life is still a human life, with all of its trials and tribulations. It's that it makes happiness possible.	12999378	Wed Oct 08 00:00:00 CEST 2014	The State of the Prozac Nation	Was the antidepressant a true step forward in medicine, or did it just open the flood gates to aggressive marketing and branding of drugs?	/roomfordebate/2014/10/07/did-the-blockbuster-prozac-help-or-hurt-medicine	Prozac just opened the flood gates to marketing	Prozac was a true step forward in medicine	false	false	Prozac was a true step forward in medicine
JH	1	0	As an employer I would consider my work staff as an image of my business. What image does an obese physical therapist, nurse, or PE teacher send. Or a waiter presenting the dessert menu unable to squeeze through the tables to get to the table. The vast majority of the obese are less healthy because of it. Heavy may not always mean unhealthy stats, but losing the weight won't make them less healthy. It is true that some people lose weight more easily. And losing weight often means feeling hungry and deprived, but it remains a choice. Eat few calories than you use and you lose. I see nothing wrong with making folk responsible for choices they make. I wear glasses, pretty blind without them....legally so. Should I demand that folk accept my status if I chose not to accept the responsibility of wearing glasses, their expense, discomfort etc.? I could not read directions, find the proper door..... My disability would, uncorrected, make me less valuable. No employer should be expected to hire less than the best for any position.	4969864	Wed Nov 30 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
Talbot	16	0	As we move towards allowing employers to discriminate based on public health, we will surely want to allow them to prefer younger to older workers, since older workers are more likely to get sick. Is that reasonable? And since women take, on average, twice as many sick days as men--and most are not related to childcare--it's probably also appropriate that employers hire men over women, right? You see where this gets you...where are you going to stop?	4968744	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	true	false	Legislation should protect obese
WW	6	0	I have no objection to marketplace incentives, especially in health care charges, for all sorts of lifestyle choices that can be plausibly linked to lower medical costs or increased productivity. However, when you charge the overweight or the smoker extra, please also charge the motorcycle owner, the weekend skier or mountain climber, the underweight, insert your own risk factor here. I also do not care whether employers choose the more attractive of candidates, as they usually do. The effect of good looks and pleasing appearance is well known to every one of us who doesn't have all that much of it. The geeks have been laughing all the way to the bank for years.	4968563	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	true	false	Legislation should not protect obese
dortress	32	0	My pursuit of my 'right weight' also includes a daily cardio & weightlifting routine, cycling (18-20 miles a trip), hiking (6-10 miles) and the like when I'm not in the gym, visits with my physician, a nutritionist (confirming my already stellar diet) and an endocrinologist. And here I sit still, @ a 35 BMI. There are nights I've cried myself to sleep, exhausted and sore while my body mocks my attempts to reach my 'right' BMI. And while I will likely never, ever get there, I take comfort in my fitness. Yes, FITNESS. My blood sugars are stellar, my cholesterol good, blood pressure low and resting heart rate my doctor's envy. Are all obese people this way? Of course not. But as discussed now, I would be labeled a high medical risk for 'failing to be thin' and fair game for discrimination. Tell me how these things would apply to ME, oh sage ones who think everyone is fat because they want to be.	4967224	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should protect obese
patientpatient	28	0	The argument over punishing overweight people is a classic battle over manipulation and control, as antidemocratic and aristocratic as they come. It presumes that an employer or an insurance company has a right to make a judgment on employees' personal lives, which is every bit as offensive as arguing that the government should do it. We have reached a sorry state in our Calvinist existence when we presume to judge why people look the way they do at what may be a genetic level.	4966970	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should protect obese
js	3	0	Isn't the better answer to break the link between employment and health care. I find it odd that this isn't even mentioned. There is no other way to even get close to stopping employers from discriminating based on perceived health of the applicant.	4968609	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
Matt	4	0	So according to this logic, employees should be protected when they come to work drunk--no different than obesity other than difference in what they decided to consume uncontrollably. Obse are just drunk on food. This whole series is laughable. There are human aspects that are uncontrollable or temporary (race, gender, pregnancy) that should be protectected-- and those that are within human control (obesity, alchoholism, etc) that don't get equal treatment. Come on America!	4967056	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	true	false	Legislation should not protect obese
R Hermann	15	0	"This is a nice ""feel-good"" perspective but is far to socialist in the requirements. If I choose to eat too much, not exercise, and loose the ability to function at the same capacity as my non-obese co-workers (or myself prior to becoming obese) then I should also accept responsiblity for my decreased production and the corresponding decrease in compensation. The socialist belief that everyone deserves equal pay ""for doing their part, no matter how small"" does not represent the values of this country. Excellence should be rewarded. Lack of personal responsiblity deserves no reward and no protection."	4964466	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	true	false	Legislation should not protect obese
Calvert Cliffs	10	0	Plus which, in a society that discriminates ferociously against fat, nobody is ever going to accurately disentangle the cause and effect relationships between discrimination and disability. Much of what is being used to bolster claims that fat people are more expensive could be the result of discrimination instead. People who can't work lead disorganized lives, become poor and desperate, and resort to whatever programs and claims they can. Expect more of that if you legalize the discrimination.	4964077	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should protect obese
Roger Morgan	33	0	More legislation, more lawsuits, are not the answer. Let's be clear. Many people with real disabilities - people who have lost a limb, for example, or who are partially sighted - deserve and need legal protection against discrimination. But obesity is not in the same league. It's a lifestyle choice.	4963738	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
Michael	3	0	Churches SHOULD do this, employers SHOULD do that, insurance companies SHOULD do this! Everyone should do something except the person who weighs too much for his or her own good and who, as a result of excess weight, increases health care costs for society as a whole. You don't need money to walk more and eat less.	4969473	Wed Nov 30 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
Josh Hill	1	0	"""Should the obese person who goes to the doctor only for yearly checkups or the occasional sinus infection pay more in insurance than the one who uses health care at a far higher rate? "" Yes, because insurance is a shared risk pool that is based on statistical analysis. If we were to pay for our own conditions, we wouldn't need or have insurance, it would just be a waste of money. Certain lifestyle choices alter risk and it makes sense to put the people who take them in a different statistical category. This is why for example your car insurance rates go up if there's a young driver in the household, and your flood insurance rates go up if you live in a flood-prone area."	4969268	Wed Nov 30 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
Chrism	50	0	I don't have an answer to the obesity hiring problem, but I do have some experience in how much obese employees can cost an employer. Obesity causes heart problems, diabetes onset, fallen arches (not a lightweight disability), and a variety of other problems. When I worked as a benefits administrator for a large corporation on the East Coast I saw first-hand the cost of obesity to the obese employee and to the company. Harsh as it may be, companies probably do not hire obese people if they can find a way not to. FYI: obesity does not mean plump or overweight, it means debilitating obesity. How does an obese truck driver get into the cab of his truck? At some point, he can't. How does an obese service technician get down the basement stairs in an old house? At some point he can't, especially if he is carrying his tools. And, when does an obese employee become diabetic, with all attendant problems, e.g. dead tissue on feet. Obesity is not something to defend at all costs; obesity is something to help the obese person treat and become healthy.	4963404	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
Daydreamer	1	0	Obese people live difficult lives to be sure, but pointing the finger at genetics or saying they are discriminated against is simply avoiding the ugly truth. They are addicts - plain and simple. Obesity is no more a disability than someone with a drug problem. You say genetics are to blame? Same for someone who has an addictive personality who turns to illicit drugs or alcohol. In the end, they may not be personally to blame, in full, but when it comes to drugs, you can fire the abuser instantly without repercussions. Obese people are of the same ilk, except that their drug of choice is food. All the nonsense about slowed metabolisms due to defective thyroids is nothing more than smoke in mirrors. Anyone can lose weight - even lying still in bed. So, the real question isn't about discrimination, it's about leveling the playing field. If you have an addiction, any addiction, you should be treated equally in the workplace.	4969850	Wed Nov 30 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should protect obese
ScottNV	4	0	"Could someone explain to how ""see the doctor more than people of normal weight"" is proven by ""persons who are obese spent $1,429 (42 percent) more for medical care?"" Yes, being obese increases the risk of major hospitalization, but so does many other factors. Do we increase rates on a sliding scale based on weight? Oh, that extra five pounds after the holidays is goin' cost you. Are we also advocating forced retirements to reduce medical costs? How about genetic testing prior to being hired? Could we require listing your family medical history on the job application? Could we charge you more for insurance if you purchased a motorcycle, or a sports car, or a ski boat, or an ATV? What about TV, could we monitor your viewing time, and charge you more if you don't get enough exercise? Could we require tests of your spouse or kids? Your 150 lb, 10 year old has been dropped from your plan. This type of thought is insane."	4969447	Wed Nov 30 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should protect obese
madrona	13	0	During my career as a college administrator I interviewed my fair share of obese job applicants for professional positions. Regardless of their intellect or job experience, there was no chance of their being hired. Why? Because they couldn't fit in the chairs at the conference table where search committees met. They sat on the edge of chairs and almost fell forward trying to balance, which didn't do much for their concentrating on complex question from faculty members. They were constantly out of breath, and sweating, and struggled to reach for the glass of water set before them. They could barely walk to various sites around campus for a required tour, and in some cases, wouldn't even try. They shuffled down the halls while their fit escorts waited, if not patiently, certainly politely. Faculty and other professional jobs require energy and stamina. No amount of intellect can overcome these kinds of self-induced problems, and discrimination is really irrelevant in such cases when one considers the terrible burden such people impose on employers.	4966919	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
SouthernView	1	0	I generally rest on the more progressive side of the political spectrum and believe that government has a role to play in keeping America the best country on earth. But reading many of the postings on these pages, I can see why so many of my fellow Americans have come to loathe government and equate all government regulation with pure evil. I am appalled at the apologia for obesity expressed here. The idea that people who eat themselves into poor health should be some sort of protected class of Americans blows my mind. Government should only be used to protect people who are suffering through no fault of their own, not as a crutch for people who have abandoned any sense of personal responsibility. I hope liberals and progressives can wake up and realize that when you pass laws that protect such irresponsibility, you undermine any effort to restrain the real villains, like the corporate crooks that control America.	4971310	Wed Nov 30 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
CJ	12	0	Obesity is a complex problem that cannot simply be reduced to eating too much. Genetics, some mental illnesses and medications are often factors. There are other factors that we do not yet know about. Obesity seems to be the last great bastion of acceptable prejudice in our society. Derision and prejudice that is now unacceptable (and rightly so) for blacks, gays, the disabled and other minority groups apparently is still okay for our obese citizens. Maybe we should think about that.	4967322	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should protect obese
grannychi	11	0	Please, let us not degenerate into a situation whereby an employer, when faced with two qualified candidates, one obese, one not, MUST hire the obese person or face a lawsuit or penalty! What about the rights of the non-obese candidate? What about the financial repercussions on existing employees, whose medical insurance payments rise even more? And how can an employer expect that an employee will respect his company when that employee clearly doesn't respect his own most valuable possession??? An obese person may feel healthy at the moment, but s/he is living on dwindling organ reserves. One day, things shut down, including the liver, with possible need for a liver transplant and lifelong immunosuppression with attendant complications. The pain of diabetic neuropathy, potential blindness, kidney failure... A person who intentionally puts him- or herself in this position can hardly be a choice possibility as a dedicated employee.	4965952	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
me	8	0	"Obesity is NOT a ""life-style choice."" I have not eaten in a fast food restaurant in over 5 years. I eat no sugar at all -- no baked goods, no candy, no sodas, no jam or honey, no syrup (let alone ""a pound of double stuff Oreos every day""). I eat no red meat -- just fish and lean, skinless poultry. I eat no flour, just whole grains. I eat fresh leafy vegetables and fruits. I eat very little dairy. I limit my calories to between 1500 and 1800 a day. I exercise. And yet, at 5' 7"", I weigh 215 pounds, and have for many years. Those of you who accuse me of a lack of ""self-discipline"" or of ""gluttony"" are ignorant bigots who should be ashamed of yourselves."	4970613	Wed Nov 30 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should protect obese
Tom	2	0	"All this hand wringing over the plight of the obese! I think the bottom line is that asking people to take responsibility for their health, in the light of so called ""Societal problems/mass obesity"" theory is just a joke. If you want action, do something that rewards the behavior you seek to reinforce - lower health care premiums if you drop weight. If I hear another person claim that ""this is my natural weight and I'm comfortable with it"" I'm going to be sick. Just wait and see if your knees are comfortable toting around an extra 50 pounds over a lifetime..."	4970171	Wed Nov 30 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
John	9	0	I was obese. Then, undergraduate school and white crosses changed that. I am aware that my opinion will be challenged, but we should not discriminate in any manner against obesity. Why? Because it's not the right way to treat people. All of the evidence presented in this debate is valid. Particularly that on the costs of our health and its burden on others. I do not believe that there is one obese person that would choose to remain obese if a miracle drug could return them to a normal weight. Obesity is a physical and an emotional nightmare. It eats at you (no pun intended) every hour of the day. We have irrefutable proof that it's thoroughly toxic, in every sense of the word. And yes, we should, as a people, be nutritionally sophisticated. Yet, we're not - we're nowhere near. But, by adopting many of these reforms and legislating stiff penalties, we are just going too far. Have we sunk so low that we are now to make laws and develop policies against the physique of our neighbor? The very thought is insane. There are better ways to solve this problem.	4968778	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
Molly	1	0	Our American life style is an agenda for soda , fast food with too much sit time at work then at home have made us the Fat Nation we are today. It's a math problem - calories in and calories burned . many take Easy street which ends up being a Dead End. But , there is alot of money made off these products , soda , diet plans & services like the doctors who treat fat people . As another reader said : It all gets down to making choices , the right choices. To some , it easier to pick up fast food and harder to pass by - go home and make a healthy dinner tonight. Cooking burns calories.	4968661	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
athinker	4	0	Apparently self discipline is a thing of the past -- and the whole country is paying for it. These undisciplined people will eventually use up all of our Medicare and Medicaid money -- a person can only hope not to get cancer, break a leg, or have any expensive medical problems in the future -- as there won't be any money left to pay for them.	4968578	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
Gunluvr	2	0	Why shouldn't fat people be protected by law? Such protections are given to social sub groups such as minorities, homosexuals, etc. Why not fat people? Since we've gone down this legal self pity path; Why not put every group with a perceived or real slight? I can support it.	4967161	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	true	false	Legislation should protect obese
Josh Hill	3	0	"""All the medical evidence points to the fact that it's nearly impossible to keep off weight once lost. The body just won't let you."" This is incorrect, and could lead to fatalism that could harm people who are overweight. For example, I lost 70 pounds. That was at least a year ago. It has not come back. It is easy to keep off. The studies to which you refer examine calorie restriction diets, which do not work because they induce a starvation-like state that leads to metabolic changes. Changing the *types* of foods we eat is far more productive. There's evidence that eliminating wheat alone will reduce the number of calories people eat by an average of 300 a day. Exercise has also been shown to help prevent the return of weight, though it isn't useful as a weight loss tool. Sadly, what is known today is far different from the older diet and exercise advice that many still follow."	4966940	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
Anthony Horan, M.D. author of The Big Scare, the Business of Prostate Cancer	5	0	"I see a procession of overweight, obese, and morbidly obese women in my practice which includes the cure of stress urinary incontinence. I refuse to hitch up the bladder neck of obese women (Body mass index>31). I ask them to lose 30 lbs because 30% will be cured without an operation. I have had a death in my practice because of a pulmonary embolus which is a risk of obesity. A few comply, get their BMI below 31 and I operate if they continue to have a favorable trajectory. I seem to be alone in this practice. One academic told me that if he discriminated against the obese ""he could not earn a living (sic!)"". I think M.D.'s are mostly in cahoots with the MacDonalds of the world in ignoring the obesity epidemic. I think employers should discriminate but they should start with the CEO of publicly traded corporations and media comentators. Some of the CNBC crowd is overweight. They should slim down and then go after the CEO's by publishing their BMI's. I think the effects on the general population would be rapid."	4966790	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
larryo	3	0	While true that some people are genetically predisposed toward excessive weight gain with the same fatty diet, employers should not be held accountable for the poor choices these individuals make. Doing so, would be another step away from personal responsibility which is so badly lacking in America today.	4966713	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
tjhall0	3	0	The D.C. Metro area is a good laboratory for this topic. There are literally scores of thousands of morbidly obese Federal workers slithering all over this place. Costing taxpayers billions for their desire to stuff food down their fat throats means they need to be held accountable. Overweight? No health insurance.	4966376	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
lofie	7	0	I meet the definition of obese. The reason I am obese is that I eat more calories than I burn. On occassion i go on diets and lose lots of weight. My blood pressure falls precipitously and I feel better. If an employer refuses to hire me because I'm fat--yes, fat, that is my problem not his. He didn't heat the extra pizza...I ate it. Why in the world should he be required by law to incur higher medical bills and lost days at work because I decide to stuff my face with pizza or ice cream? It makes no sense any more than it makes sense for people be required by law to pay the health costs for people who acquire a disease because of their voluntary participation in unprotected sex activities or ride motorcycles without helmets or smoke cigarettes. An illness or incapacity acquired like my obesity should not be thrust upon those who are struggling to make ends meet.	4966162	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	true	false	Legislation should not protect obese
Canistercok	4	0	If one steps on a tack with a bare foot one learns to watch out for tacks or put on shoes! If we 'coddle' the obese they have little reason to stop eating fattening food. While genetics does play some part in the problem it just means that individual must make more effort to overcome it. I guess we have to come down to 'survival of the fittest' or we will burden down the healthy in our society until they are drowned and doomed by the unhealthy. Healthcare premiums need to relate to unhealthy actions of individuals. Smoking, excess drinking, drug use and over eating etc., need to have penalties but right now we have set up the a system that requires the responsible healthy to pay their bills for them so WHO CARES!. Employers have no responsibility to take on everyones problems and neither does the healthy members of society. It's a slippery slope!	4965924	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	true	false	Legislation should not protect obese
feldwoja	7	0	"I did not have a weight problem growing up, was a cheerleader in high school, and led an active life in college. I have scoliosis, sciatica, severe osteoarthritis, osteoporosis, spinal stenosis, osteopenia, psoriatic arthritis, lupus, have also been bone on bone on both knees since 1997 and need a knee replacement. On a pain scale from 1-10, I am probably at 12 or 13 all day long. I am 5'3"" and weigh 250 pounds. I can walk about 100 feet without my cane and can stand for about 5 minutes. I am now a Type 2 diabetic because of the weight and I consume no more than 900 healthy, yes healthy, calories a day to maintain this weight. The weight is due to the lack of exercise and, for obvious reasons, I cannot do that any longer. I am not a stupid person (have a high IQ), am not lazy or indolent, but, in the past, have had to work three times harder than the normal person to prove that I was worthy of being considered, at the very least - a human being. There are many more out there like me and we should not be judged by appearances."	4965795	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should protect obese
Belle1231	4	0	So now being fat is a disease, and those who are without self-discipline are going to be protected? Smokers have been getting hammered for years because of claims of more sicknesses, etc., but finally the truth comes out. I've held for years that if the system was going to come after me, they should go after the fatties, too. Looks like the fat ones among us are finally going to see what it's like. Protection from their own poor choices is the last thing fat people need. Adapt or die is the way of nature. Let the fat ones adapt.	4965702	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
cam	1	0	Whatever obesity is or isn't, it is an economic factor in the globalized market place. If it adds an ultimate cost to US products and services, then it decreases the US competitive advantage and thus negatively affects the US economy. You can argue about all the other factors for as long as you want, but, you can't get around this one!	4965656	Tue Nov 29 00:00:00 CET 2011	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	/roomfordebate/2011/11/28/should-legislation-protect-obese-people	Legislation should not protect obese	Legislation should protect obese	false	false	Legislation should not protect obese
